#ELAPSED_USECS.D,LUN_SSID.I,LBA.I,NBLKS.I,NBLKS_ACCESSED.I,NBLKS_PREVGAP.I
4646911362434.403,17,16539176,1080,78,2409
4646911362434.403,17,16542712,71,71,2456
4646911362434.403,17,16544952,40,40,2169
4646911362434.403,17,16547264,1004,76,2272
4646911362434.403,17,16551760,6663,4273,3492
4646911362434.403,17,16560904,1824,40,2481
4646911362434.403,17,16565872,2608,112,3144
4646911362434.403,17,16572328,96,96,3848
4646911362434.403,17,16574464,7704,4192,2040
4646911362434.403,17,16584520,2288,137,2352
4646911362434.403,17,16590760,92,92,3952
4646911362434.403,17,16593808,48,48,2956
4646911362434.403,17,16596560,10730,5076,2704
4646911362434.403,17,16610624,1817,154,3334
4646911362434.403,17,16614368,1616,124,1927
4646911362434.403,17,16618360,20,20,2376
4646911362434.403,17,16620992,4672,4111,2612
4646911362434.403,17,16627688,142,142,2024
4646911362434.403,17,16630328,2993,7,2498
4646911362434.403,17,16635568,4528,253,2247
4646911362434.403,17,16642240,4285,2077,2144
4646911362434.403,17,16650184,1431,41,3659
4646911362434.403,17,16653552,825,9,1937
4646911362434.403,17,16657976,1945,118,3599
4646911362434.403,17,16661944,3,3,2023
4646911362434.403,17,16664192,302,30,2245
4646911362434.403,17,16666488,6547,2239,1994
4646911362434.403,17,16675552,9,3,2517
4646911362434.403,17,16678120,36,22,2559
4646911362434.403,17,16680464,11672,7102,2308
4646911362434.403,17,16729600,8,8,37464
4646911362434.403,17,16737128,8,8,7520
4646911362434.403,17,16740872,8,8,3736
4646911362434.403,17,16744440,8,8,3560
4646911362434.403,17,16921904,8,8,177456
4646911362434.403,17,17984256,1,1,1062344
4646911362434.403,17,18397808,8,8,413551
4646911362434.403,17,18557808,8,8,159992
4646911362434.403,17,18588808,1,1,30992
4646911362434.403,17,20109232,1,1,1520423
4646911362434.403,17,20120088,23,23,10855
4646911362434.403,17,20833744,2338,55,713633
4646971362434.403,17,44456,1,2,0
4646971362434.403,17,562769,1,2,518312
4646971362434.403,17,9081600,1200,16,8518830
4646971362434.403,17,9096600,31,8,13800
4646971362434.403,17,9144864,2,2,48233
4646971362434.403,17,9163832,42,42,18966
4646971362434.403,17,9166024,10,10,2150
4646971362434.403,17,9250624,2144,41,84590
4646971362434.403,17,9254816,32,32,2048
4646971362434.403,17,9341544,8,16,86696
4646971362434.403,17,9389104,43,43,47552
4646971362434.403,17,9476432,1353,9,87285
4646971362434.403,17,10096768,1,1,618983
4646971362434.403,17,10348408,1,1,251639
4646971362434.403,17,10480160,424,415,131751
4646971362434.403,17,11075168,16,16,594584
4646971362434.403,17,11130728,32,32,55544
4646971362434.403,17,11245240,7,7,114480
4646971362434.403,17,11585056,8,8,339809
4646971362434.403,17,11593632,8,8,8568
4646971362434.403,17,11656264,8,8,62624
4646971362434.403,17,11663360,16,24,7088
4646971362434.403,17,11700224,2040,480,36848
4646971362434.403,17,11707208,16,16,4944
4646971362434.403,17,11710560,8,8,3336
4646971362434.403,17,11725712,8,8,15144
4646971362434.403,17,11747624,1176,16,21904
4646971362434.403,17,11756488,8,16,7688
4646971362434.403,17,11766120,112,32,9624
4646971362434.403,17,11770424,8,8,4192
4646971362434.403,17,11781384,8,16,10952
4646971362434.403,17,11784088,8,16,2696
4646971362434.403,17,11815232,776,48,31136
4646971362434.403,17,11819224,6432,928,3216
4646971362434.403,17,11974600,1045,7,148944
4646971362434.403,17,12058648,970,334,83003
4646971362434.403,17,12558344,8,16,498726
4646971362434.403,17,12730568,45,40,172216
4646971362434.403,17,12929064,80,80,198451
4646971362434.403,17,13323920,8,12,394776
4646971362434.403,17,13573368,344,88,249440
4646971362434.403,17,13666528,200,18,92816
4646971362434.403,17,14030872,8,8,364144
4646971362434.403,17,14148240,634,116,117360
4646971362434.403,17,14444360,12,6,295486
4646971362434.403,17,14446704,1608,24,2332
4646971362434.403,17,15266584,72,72,818272
4646971362434.403,17,15348480,56,32,81824
4646971362434.403,17,15354064,4,4,5528
4646971362434.403,17,15362512,112,112,8444
4646971362434.403,17,15952480,1509,149,589856
4646971362434.403,17,16232624,8,8,278635
4646971362434.403,17,16237832,2008,368,5200
4646971362434.403,17,16241744,1256,215,1904
4646971362434.403,17,16245424,2984,434,2424
4646971362434.403,17,16256616,32,56,8208
4646971362434.403,17,16259376,2,2,2728
4646971362434.403,17,16261312,1161,23,1934
4646971362434.403,17,16281328,840,270,18855
4646971362434.403,17,16284904,896,360,2736
4646971362434.403,17,16288040,2377,513,2240
4646971362434.403,17,16292256,1928,136,1839
4646971362434.403,17,16297968,16,24,3784
4646971362434.403,17,16303880,152,104,5896
4646971362434.403,17,16306160,96,64,2128
4646971362434.403,17,16308416,56,56,2160
4646971362434.403,17,16310832,24,24,2360
4646971362434.403,17,16313288,3696,168,2432
4646971362434.403,17,16319808,64,56,2824
4646971362434.403,17,16322400,24,24,2528
4646971362434.403,17,16325232,32,24,2808
4646971362434.403,17,16327216,24,24,1952
4646971362434.403,17,16330848,360,136,3608
4646971362434.403,17,16333832,32,32,2624
4646971362434.403,17,16335776,64,48,1912
4646971362434.403,17,16338544,32,24,2704
4646971362434.403,17,16340904,152,64,2328
4646971362434.403,17,16347296,1482,298,6240
4646971362434.403,17,16351184,1702,561,2406
4646971362434.403,17,16356736,1755,75,3850
4646971362434.403,17,16363504,16,16,5013
4646971362434.403,17,16365912,912,16,2392
4646971362434.403,17,16369952,526,38,3128
4646971362434.403,17,16375072,4768,760,4594
4646971362434.403,17,16381672,512,16,1832
4646971362434.403,17,16385528,1408,16,3344
4646971362434.403,17,16390952,1408,168,4016
4646971362434.403,17,16403776,33,33,11416
4646971362434.403,17,16413000,276,276,9191
4646971362434.403,17,16419936,8,8,6660
4646971362434.403,17,16431856,76,76,11912
4646971362434.403,17,16437080,48,56,5148
4646971362434.403,17,16454464,8,8,17336
4646971362434.403,17,16457224,40,33,2752
4646971362434.403,17,16463096,8,8,5832
4646971362434.403,17,16465376,256,256,2272
4646971362434.403,17,16470904,8,8,5272
4646971362434.403,17,16474504,38,38,3592
4646971362434.403,17,16481848,8,8,7306
4646971362434.403,17,16486136,8,8,4280
4646971362434.403,17,16494552,160,18,8408
4646971362434.403,17,16496544,8,8,1832
4646971362434.403,17,16498448,55,55,1896
4646971362434.403,17,16537600,874,874,39097
4646971362434.403,17,16562736,1,1,24262
4646971362434.403,17,16583984,112,112,21247
4646971362434.403,17,16592584,3216,365,8488
4646971362434.403,17,16599920,1168,1168,4120
4646971362434.403,17,16639336,104,48,38248
4646971362434.403,17,16647640,112,112,8200
4646971362434.403,17,16650184,1,1,2432
4646971362434.403,17,16652728,840,66,2543
4646971362434.403,17,16657856,184,21,4288
4646971362434.403,17,16664480,16,16,6440
4646971362434.403,17,16676688,1464,24,12192
4646971362434.403,17,16680472,8,8,2320
4646971362434.403,17,16687560,1552,148,7080
4646971362434.403,17,16692136,3568,3168,3024
4646971362434.403,17,16698424,38712,19228,2720
4646971362434.403,17,16739480,2880,112,2344
4646971362434.403,17,16744440,8,8,2080
4646971362434.403,17,16746352,3048,135,1904
4646971362434.403,17,16752024,2680,64,2624
4646971362434.403,17,16756736,5585,4128,2032
4646971362434.403,17,16764728,2315,306,2407
4646971362434.403,17,16770968,20673,12941,3925
4646971362434.403,17,16794432,1818,12,2791
4646971362434.403,17,16798208,8,8,1958
4646971362434.403,17,16801488,2376,185,3272
4646971362434.403,17,16806456,8,8,2592
4646971362434.403,17,16808424,6688,343,1960
4646971362434.403,17,16817160,7168,4232,2048
4646971362434.403,17,16826432,8,8,2104
4646971362434.403,17,16829760,8,8,3320
4646971362434.403,17,16831680,8,8,1912
4646971362434.403,17,16834488,1208,56,2800
4646971362434.403,17,16838120,8,8,2424
4646971362434.403,17,16840264,6742,4124,2136
4646971362434.403,17,16849120,4577,230,2114
4646971362434.403,17,16856184,3,3,2487
4646971362434.403,17,16858096,3554,10,1909
4646971362434.403,17,16865096,6419,4124,3446
4646971362434.403,17,16874568,6811,2129,3053
4646971362434.403,17,16883400,2456,407,2021
4646971362434.403,17,16887808,6576,4124,1952
4646971362434.403,17,16896680,14,14,2296
4646971362434.403,17,16899648,32504,26686,2954
4646971362434.403,17,16934824,6769,4144,2672
4646971362434.403,17,16943488,473,480,1895
4646971362434.403,17,16946096,11344,9264,2135
4646971362434.403,17,16959456,16416,13140,2016
4646971362434.403,17,16977704,5209,4489,1832
4646971362434.403,17,16984944,1,1,2031
4646971362434.403,17,16987488,16,16,2543
4646971362434.403,17,16989952,112,112,2448
4646971362434.403,17,16992176,1232,192,2112
4646971362434.403,17,16995392,304,304,1984
4646971362434.403,17,16997624,9280,4672,1928
4646971362434.403,17,17009200,144,144,2296
4646971362434.403,17,17011936,976,48,2592
4646971362434.403,17,17014784,4473,4097,1872
4646971362434.403,17,17021248,1,1,1991
4646971362434.403,17,17023080,1,1,1831
4646971362434.403,17,17026080,6920,5928,2999
4647031362434.403,17,44456,1,2,0
4647031362434.403,17,562769,1,2,518312
4647031362434.403,17,9082776,8,8,8520006
4647031362434.403,17,9229840,115,19,147056
4647031362434.403,17,9235416,21,21,5461
4647031362434.403,17,9250720,2040,784,15283
4647031362434.403,17,9340968,40,16,88208
4647031362434.403,17,9351864,736,736,10856
4647031362434.403,17,9367088,704,704,14488
4647031362434.403,17,9380856,32,32,13064
4647031362434.403,17,9445048,8,8,64160
4647031362434.403,17,9541976,3376,1272,96920
4647031362434.403,17,10100120,8,8,554768
4647031362434.403,17,10487856,2,2,387728
4647031362434.403,17,11090392,1,1,602534
4647031362434.403,17,11130792,16,16,40399
4647031362434.403,17,11137608,20,20,6800
4647031362434.403,17,11140848,649,593,3220
4647031362434.403,17,11158520,20,20,17023
4647031362434.403,17,11174656,21,21,16116
4647031362434.403,17,11284352,640,640,109675
4647031362434.403,17,11592440,8,8,307448
4647031362434.403,17,11663360,16,24,70912
4647031362434.403,17,11700224,2048,544,36848
4647031362434.403,17,11725664,56,16,23392
4647031362434.403,17,11748792,8,8,23072
4647031362434.403,17,11766224,8,8,17424
4647031362434.403,17,11781384,8,8,15152
4647031362434.403,17,11806672,8,8,25280
4647031362434.403,17,11815440,680,24,8760
4647031362434.403,17,11819224,6464,728,3104
4647031362434.403,17,11892032,16,16,66344
4647031362434.403,17,12058984,112,112,166936
4647031362434.403,17,12289248,576,72,230152
4647031362434.403,17,12866488,32,32,576664
4647031362434.403,17,13002424,1,1,135904
4647031362434.403,17,13668032,32,32,665607
4647031362434.403,17,13674320,16,16,6256
4647031362434.403,17,13678384,2504,512,4048
4647031362434.403,17,15284040,64,64,1603152
4647031362434.403,17,15348336,208,80,64232
4647031362434.403,17,15354000,32,32,5456
4647031362434.403,17,15362512,112,112,8480
4647031362434.403,17,15941632,6144,4096,579008
4647031362434.403,17,15952480,144,144,4704
4647031362434.403,17,16237824,632,280,285200
4647031362434.403,17,16247512,896,272,9056
4647031362434.403,17,16262448,10,17,14040
4647031362434.403,17,16279912,24,24,17454
4647031362434.403,17,16282160,19,27,2224
4647031362434.403,17,16284328,560,560,2149
4647031362434.403,17,16288040,3472,1296,3152
4647031362434.403,17,16297968,16,24,6456
4647031362434.403,17,16303880,4584,264,5896
4647031362434.403,17,16310824,32,32,2360
4647031362434.403,17,16313288,3720,288,2432
4647031362434.403,17,16319808,7440,1344,2800
4647031362434.403,17,16330832,64,64,3584
4647031362434.403,17,16333840,2000,80,2944
4647031362434.403,17,16338368,208,39,2528
4647031362434.403,17,16340904,152,88,2328
4647031362434.403,17,16347784,914,146,6728
4647031362434.403,17,16351184,2864,330,2486
4647031362434.403,17,16356736,8,8,2688
4647031362434.403,17,16363504,864,80,6760
4647031362434.403,17,16370264,128,136,5896
4647031362434.403,17,16375808,4032,1008,5416
4647031362434.403,17,16386928,8,8,7088
4647031362434.403,17,16390952,144,144,4016
4647031362434.403,17,16407400,736,736,16304
4647031362434.403,17,16431504,1648,208,23368
4647031362434.403,17,16449744,88,88,16592
4647031362434.403,17,16463872,2016,632,14040
4647031362434.403,17,16489872,8,8,23984
4647031362434.403,17,16504088,13,13,14208
4647031362434.403,17,16562552,8,8,58451
4647031362434.403,17,16583984,112,112,21424
4647031362434.403,17,16595656,144,144,11560
4647031362434.403,17,16660576,768,768,64776
4647031362434.403,17,16671016,560,560,9672
4647031362434.403,17,16687560,128,128,15984
4647031362434.403,17,16703584,32,32,15896
4647031362434.403,17,16706552,152,152,2936
4647031362434.403,17,16714080,144,144,7376
4647031362434.403,17,16729504,104,24,15280
4647031362434.403,17,16737128,24,16,7520
4647031362434.403,17,16740776,1624,752,3624
4647031362434.403,17,16781992,120,120,39592
4647031362434.403,17,16784464,144,144,2352
4647031362434.403,17,16803096,112,112,18488
4647031362434.403,17,16807168,192,120,3960
4647031362434.403,17,16813312,2744,810,5952
4647031362434.403,17,16846624,64,64,30568
4647031362434.403,17,16884976,1448,200,38288
4647031362434.403,17,16892560,32,32,6136
4647031362434.403,17,16971648,128,128,79056
4647031362434.403,17,16989952,9400,1088,18176
4647031362434.403,17,17005256,112,112,5904
4647031362434.403,17,17009200,144,144,3832
4647031362434.403,17,17012760,1872,56,3416
4647031362434.403,17,17028128,992,992,13496
4647031362434.403,17,17033000,9288,4677,3880
4647031362434.403,17,17044920,7496,4134,2632
4647031362434.403,17,17055040,25618,14419,2624
4647031362434.403,17,17083536,15584,7174,2878
4647031362434.403,17,17101952,27992,26264,2832
4647031362434.403,17,17132424,16,16,2480
4647031362434.403,17,17135160,8984,1848,2720
4647031362434.403,17,17147056,7216,5272,2912
4647031362434.403,17,17157544,624,624,3272
4647031362434.403,17,17162216,624,624,4048
4647031362434.403,17,17165656,4912,1512,2816
4647031362434.403,17,17173424,7528,5760,2856
4647031362434.403,17,17184336,752,752,3384
4647031362434.403,17,17188616,31816,19160,3528
4647031362434.403,17,17223040,928,64,2608
4647031362434.403,17,17226808,3392,24,2840
4647031362434.403,17,17232992,64,24,2792
4647031362434.403,17,17235704,4755,139,2648
4647031362434.403,17,17243176,1280,16,2717
4647031362434.403,17,17248176,566,566,3720
4647031362434.403,17,17251504,1377,25,2762
4647031362434.403,17,17255936,77136,68808,3055
4647091362434.403,17,44456,1,2,0
4647091362434.403,17,562769,1,2,518312
4647091362434.403,17,9081600,8,8,8518830
4647091362434.403,17,9252760,2080,16,171152
4647091362434.403,17,9418264,488,488,163424
4647091362434.403,17,10096768,1,1,678016
4647091362434.403,17,11288984,8,8,1192215
4647091362434.403,17,11663360,16,24,374368
4647091362434.403,17,11815232,8,8,151856
4647091362434.403,17,12955200,33,33,1139960
4647091362434.403,17,13348496,8,8,393263
4647091362434.403,17,14030840,8,8,682336
4647091362434.403,17,15259648,20480,4096,1228800
4647091362434.403,17,15388672,26056,21608,108544
4647091362434.403,17,16256624,306520,759,841896
4647091362434.403,17,16742128,272,168,178984
4647091362434.403,17,17021248,2,2,278848
4647091362434.403,17,17170592,5984,561,149342
4647091362434.403,17,17289152,292928,234456,112576
4647151362434.403,17,44456,1,2,0
4647151362434.403,17,562769,1,2,518312
4647151362434.403,17,9083888,7161,9,8521118
4647151362434.403,17,9129208,3,3,38159
4647151362434.403,17,9229840,25000,59,100629
4647151362434.403,17,9344400,40,40,89560
4647151362434.403,17,10053648,382,382,709208
4647151362434.403,17,10343848,47,47,289818
4647151362434.403,17,10369248,1,1,25353
4647151362434.403,17,10462728,7,7,93479
4647151362434.403,17,10487856,8,8,25121
4647151362434.403,17,10604008,1,1,116144
4647151362434.403,17,11075176,15217,17,471167
4647151362434.403,17,11129656,21400,567,39263
4647151362434.403,17,11206064,8,8,55008
4647151362434.403,17,11240672,8,8,34600
4647151362434.403,17,11663360,12408,144,422680
4647151362434.403,17,12541384,81,81,865616
4647151362434.403,17,15255584,16352,6112,2714119
4647151362434.403,17,15414728,6712,4664,142792
4647151362434.403,17,15476736,48352,46304,55296
4647151362434.403,17,15693824,36448,36448,168736
4647151362434.403,17,15958016,6144,5360,227744
4647151362434.403,17,16239784,58200,117,275624
4647151362434.403,17,16347912,37624,500,49928
4647151362434.403,17,16504448,8,8,118912
4647151362434.403,17,16562944,4432,31,58488
4647151362434.403,17,16766168,16,16,198792
4647151362434.403,17,16791632,21928,44,25448
4647151362434.403,17,16987488,16,16,173928
4647151362434.403,17,17021248,24070,16,33744
4647151362434.403,17,17316880,2,2,271562
4647151362434.403,17,17348608,80,80,31726
4647151362434.403,17,17557616,204688,145438,208928
4647211362434.403,17,44456,1,2,0
4647211362434.403,17,562769,1,2,518312
4647211362434.403,17,9081600,8,16,8518830
4647211362434.403,17,9233888,49,49,152280
4647211362434.403,17,9250704,4144,50,16767
4647211362434.403,17,9418264,1312,504,163416
4647211362434.403,17,9523120,23,23,103544
4647211362434.403,17,9541264,16,16,18121
4647211362434.403,17,10096768,1,1,555488
4647211362434.403,17,11075184,44,44,978415
4647211362434.403,17,11157024,18,18,81796
4647211362434.403,17,11200864,26,26,43822
4647211362434.403,17,11231232,6624,7008,30342
4647211362434.403,17,11663360,16,24,425504
4647211362434.403,17,11675768,632,632,12392
4647211362434.403,17,11815232,8,16,138832
4647211362434.403,17,13573336,408,104,1758096
4647211362434.403,17,15255584,6112,4064,1681840
4647211362434.403,17,15267840,4096,4096,6144
4647211362434.403,17,15278080,2048,2048,6144
4647211362434.403,17,15384528,8,16,104400
4647211362434.403,17,15388672,32768,26272,4136
4647211362434.403,17,15476736,48352,46304,55296
4647211362434.403,17,15537040,27760,26664,11952
4647211362434.403,17,15569064,36696,34648,4264
4647211362434.403,17,15693824,36448,36448,88064
4647211362434.403,17,15792128,46816,43072,61856
4647211362434.403,17,15955968,20480,21264,117024
4647211362434.403,17,16222328,8,8,245880
4647211362434.403,17,16238016,9464,272,15680
4647211362434.403,17,16256616,5844,39,9136
4647211362434.403,17,16271464,8,8,9004
4647211362434.403,17,16282192,11,19,10720
4647211362434.403,17,16297968,4608,520,15765
4647211362434.403,17,16347552,7176,324,44976
4647211362434.403,17,16360512,72,72,5784
4647211362434.403,17,16365864,56,14,5280
4647211362434.403,17,16376960,640,488,11040
4647211362434.403,17,16381824,1,1,4224
4647211362434.403,17,16464240,8,8,82415
4647211362434.403,17,16477160,8,8,12912
4647211362434.403,17,16494552,3951,81,17384
4647211362434.403,17,16562736,8,8,64233
4647211362434.403,17,16567288,88,88,4544
4647211362434.403,17,16596200,8,16,28824
4647211362434.403,17,16652448,7,7,56240
4647211362434.403,17,16659688,5,5,7233
4647211362434.403,17,16687872,30,30,28179
4647211362434.403,17,16764928,41,41,77026
4647211362434.403,17,16815136,30,30,50167
4647211362434.403,17,16986000,112,112,170834
4647211362434.403,17,16998400,16,16,12288
4647211362434.403,17,17007504,24,24,9088
4647211362434.403,17,17019256,1,1,11728
4647211362434.403,17,17041248,4658,116,21991
4647211362434.403,17,17071224,9096,4450,25318
4647211362434.403,17,17086464,3744,3744,6144
4647211362434.403,17,17106784,3808,3808,16576
4647211362434.403,17,17289152,64,64,178560
4647211362434.403,17,17327624,16544,8352,38408
4647211362434.403,17,17348608,57344,36864,4440
4647211362434.403,17,17416192,246303,206914,10240
4647211362434.403,17,17670440,18434,6181,7945
4647211362434.403,17,17694720,327704,282061,5846
4647271362434.403,17,44456,1,2,0
4647271362434.403,17,562769,1,2,518312
4647271362434.403,17,9081624,8,8,8518854
4647271362434.403,17,9252744,2096,43,171112
4647271362434.403,17,9341544,8,8,86704
4647271362434.403,17,11075168,8,8,1733616
4647271362434.403,17,11090392,1,1,15216
4647271362434.403,17,11663360,16,24,572967
4647271362434.403,17,11676400,184,184,13024
4647271362434.403,17,11700224,2048,416,23640
4647271362434.403,17,11707208,3360,24,4936
4647271362434.403,17,11725664,8,8,15096
4647271362434.403,17,11756488,904,24,30816
4647271362434.403,17,11766224,8,8,8832
4647271362434.403,17,11781384,8,16,15152
4647271362434.403,17,11806672,8,8,25280
4647271362434.403,17,11815360,9056,568,8680
4647271362434.403,17,13573592,8,8,1749176
4647271362434.403,17,14198784,2048,2048,625184
4647271362434.403,17,14211072,4096,4096,10240
4647271362434.403,17,15348480,56,40,1133312
4647271362434.403,17,15561648,8,8,213112
4647271362434.403,17,16237832,128,64,676176
4647271362434.403,17,16247504,64,40,9544
4647271362434.403,17,16262456,5,5,14888
4647271362434.403,17,16282200,14,17,19739
4647271362434.403,17,16294176,3808,32,11962
4647271362434.403,17,16303888,6960,112,5904
4647271362434.403,17,16316272,736,48,5424
4647271362434.403,17,16327232,15376,112,10224
4647271362434.403,17,16347912,3288,44,5304
4647271362434.403,17,16356736,8,8,5536
4647271362434.403,17,16363504,6472,48,6760
4647271362434.403,17,16375080,6600,176,5104
4647271362434.403,17,16464240,8,8,82560
4647271362434.403,17,16470904,8,8,6656
4647271362434.403,17,16481848,8,8,10936
4647271362434.403,17,16486136,8,8,4280
4647271362434.403,17,16642048,1,1,155904
4647271362434.403,17,16702080,1408,1408,60031
4647271362434.403,17,16707584,640,640,4096
4647271362434.403,17,16729600,8,8,21376
4647271362434.403,17,16737128,56,16,7520
4647271362434.403,17,16742352,2096,16,5168
4647271362434.403,17,16901184,8,8,156736
4647271362434.403,17,16921904,8,8,20712
4647271362434.403,17,17011912,840,16,90000
4647271362434.403,17,17240456,184,184,227704
4647271362434.403,17,17316880,8,8,76240
4647271362434.403,17,17939200,1632,152,622312
4647271362434.403,17,17992056,10,10,51224
4647271362434.403,17,18022424,90248,77408,30358
4647331362434.403,17,44456,1,2,0
4647331362434.403,17,562769,1,2,518312
4647331362434.403,17,9081600,8,16,8518830
4647331362434.403,17,9252744,24,40,171136
4647331362434.403,17,10096768,1,1,844000
4647331362434.403,17,10468568,8,15,371799
4647331362434.403,17,11130416,32,32,661840
4647331362434.403,17,11182216,1048,24,51768
4647331362434.403,17,11663360,13856,656,480096
4647331362434.403,17,11700272,1992,112,23056
4647331362434.403,17,11756488,37840,64,54224
4647331362434.403,17,11815232,9016,224,20904
4647331362434.403,17,11974600,6,6,150352
4647331362434.403,17,12030080,8,8,55474
4647331362434.403,17,12545232,1,1,515144
4647331362434.403,17,13573384,328,48,1028151
4647331362434.403,17,14030224,656,16,456512
4647331362434.403,17,15525520,421,424,1494640
4647331362434.403,17,16262456,8,16,736515
4647331362434.403,17,16282208,15776,37,19744
4647331362434.403,17,16332096,46176,323,34112
4647331362434.403,17,16481848,16655,105,103576
4647331362434.403,17,16616664,8,8,118161
4647331362434.403,17,16642056,4,8,25384
4647331362434.403,17,16729600,14848,32,87540
4647331362434.403,17,17065272,2,2,320824
4647331362434.403,17,17240632,21,21,175358
4647331362434.403,17,17801592,6,6,560939
4647331362434.403,17,17940832,384,384,139234
4647331362434.403,17,18116384,18115,158,175168
4647391362434.403,17,44456,1,2,0
4647391362434.403,17,562769,1,2,518312
4647391362434.403,17,9081600,8,16,8518830
4647391362434.403,17,9252744,2104,51,171136
4647391362434.403,17,9341544,8,8,86696
4647391362434.403,17,11075168,8,8,1733616
4647391362434.403,17,11090392,1,1,15216
4647391362434.403,17,11182216,1048,24,91823
4647391362434.403,17,11663360,14200,368,480096
4647391362434.403,17,11700304,1960,128,22744
4647391362434.403,17,11756488,37840,64,54224
4647391362434.403,17,11815232,9016,144,20904
4647391362434.403,17,12030080,8,8,205832
4647391362434.403,17,13573616,72,32,1543528
4647391362434.403,17,14032344,8,8,458656
4647391362434.403,17,15384528,8,16,1352176
4647391362434.403,17,16237880,10528,96,853344
4647391362434.403,17,16282216,16,17,33808
4647391362434.403,17,16297968,53232,380,15736
4647391362434.403,17,16365912,11168,24,14712
4647391362434.403,17,16470904,8,8,93824
4647391362434.403,17,16486136,12391,121,15224
4647391362434.403,17,16642056,5,10,143529
4647391362434.403,17,16729600,14224,32,87539
4647391362434.403,17,16921904,8,8,178080
4647391362434.403,17,17011912,8,8,90000
4647391362434.403,17,17110592,6144,2048,98672
4647391362434.403,17,17152960,1088,1088,36224
4647391362434.403,17,17176576,960,960,22528
4647391362434.403,17,17204296,2048,2048,26760
4647391362434.403,17,17240648,14,19,34304
4647391362434.403,17,17268104,2048,2048,27442
4647391362434.403,17,17487768,104,104,217616
4647391362434.403,17,17832184,2,2,344312
4647391362434.403,17,17938744,3240,776,106558
4647391362434.403,17,18057600,8,8,115616
4647391362434.403,17,18116384,110936,86260,58776
4647451362434.403,17,44456,1,2,0
4647451362434.403,17,562769,1,2,518312
4647451362434.403,17,9252744,2096,24,8689974
4647451362434.403,17,10096768,1,1,841928
4647451362434.403,17,11663360,38904,344,1566591
4647451362434.403,17,11756488,67760,128,54224
4647451362434.403,17,13573704,16,16,1749456
4647451362434.403,17,15348488,8,8,1774768
4647451362434.403,17,16282224,110080,219,933728
4647451362434.403,17,16595912,8,8,203608
4647451362434.403,17,16729600,8,16,133680
4647451362434.403,17,16876224,6,12,146616
4647451362434.403,17,17191808,8,16,315578
4647451362434.403,17,17240656,24,26,48840
4647451362434.403,17,17941984,264,264,701304
4647451362434.403,17,17994064,6,12,51816
4647451362434.403,17,18227320,19176,9336,233250
4647511362434.403,17,44456,1,2,0
4647511362434.403,17,562769,1,2,518312
4647511362434.403,17,9077088,5696,32,8514318
4647511362434.403,17,9229840,22920,35,147056
4647511362434.403,17,9340968,40216,24,88208
4647511362434.403,17,9445048,8,8,63864
4647511362434.403,17,11090392,1,1,1645336
4647511362434.403,17,11180944,8,8,90551
4647511362434.403,17,11663360,14776,360,482408
4647511362434.403,17,11756488,63224,56,78352
4647511362434.403,17,12289256,16,16,469544
4647511362434.403,17,13573336,408,200,1284064
4647511362434.403,17,14148240,698,212,574496
4647511362434.403,17,15525944,7256,7256,1377006
4647511362434.403,17,16238416,112784,511,705216
4647511362434.403,17,16642056,10400,29,290856
4647511362434.403,17,16729600,8,16,77144
4647511362434.403,17,16831368,61224,58,101760
4647511362434.403,17,16993944,8,8,101352
4647511362434.403,17,17194480,28592,16,200528
4647511362434.403,17,17316880,8,15,93808
4647511362434.403,17,17801592,6,6,484704
4647511362434.403,17,17983968,10102,28,182370
4647511362434.403,17,18104944,14752,1458,110874
4647511362434.403,17,18231640,48496,28260,111944
4647571362434.403,17,44456,1,2,0
4647571362434.403,17,562769,1,2,518312
4647571362434.403,17,9081624,8,8,8518854
4647571362434.403,17,9247640,7208,88,166008
4647571362434.403,17,9341544,5957,21,86696
4647571362434.403,17,9393544,8,8,46043
4647571362434.403,17,9422120,368,368,28568
4647571362434.403,17,9456840,824,824,34352
4647571362434.403,17,9476096,1136,240,18432
4647571362434.403,17,10092112,4657,89,614880
4647571362434.403,17,10605464,2320,1608,508695
4647571362434.403,17,11129664,1096,65,521880
4647571362434.403,17,11245376,320,640,114616
4647571362434.403,17,11663360,16,24,417664
4647571362434.403,17,11678136,3200,3200,14760
4647571362434.403,17,11700280,1984,232,18944
4647571362434.403,17,11766224,8,8,63960
4647571362434.403,17,11781384,12944,16,15152
4647571362434.403,17,11815440,8824,176,21112
4647571362434.403,17,11904504,120,120,80240
4647571362434.403,17,12030080,8,8,125456
4647571362434.403,17,12450264,8,8,420176
4647571362434.403,17,12539088,48,48,88816
4647571362434.403,17,12752192,128,128,213056
4647571362434.403,17,12929064,80,80,176744
4647571362434.403,17,13037528,1,1,108384
4647571362434.403,17,13091392,2,2,53863
4647571362434.403,17,13119928,2,2,28534
4647571362434.403,17,13573400,112,24,453470
4647571362434.403,17,14148240,546,28,574728
4647571362434.403,17,14200832,24576,14336,52046
4647571362434.403,17,15339104,8,8,1113696
4647571362434.403,17,15533200,3840,3840,194088
4647571362434.403,17,15561656,6728,4680,24616
4647571362434.403,17,16246104,120,120,677720
4647571362434.403,17,16282240,32600,245,36016
4647571362434.403,17,16332608,192,192,17768
4647571362434.403,17,16347784,42752,332,14984
4647571362434.403,17,16470904,8,8,80368
4647571362434.403,17,16486400,688,688,15488
